year,region,division,state,population,group,subgroup,metric,val,upper,lower
2011,West,Mountain,Utah,2817781.325,Payer,OOP and other payers,Spending per capita,1599,,
2011,West,Mountain,Utah,2817781.325,Payer,OOP and other payers,Standardized spending per capita,2862,3092,2641
2011,West,Mountain,Utah,2817781.325,Payer,Private,Spending per capita,2818,,
2011,West,Mountain,Utah,2817781.325,Payer,Private,Standardized spending per capita,4226,4436,4011
2011,West,Mountain,Utah,2817781.325,TOC,Dental,Spending per capita,406,,
2011,West,Mountain,Utah,2817781.325,TOC,Home health,Spending per capita,191,,
2011,West,Mountain,Utah,2817781.325,TOC,Hospital,Spending per capita,2352,,
2011,West,Mountain,Utah,2817781.325,TOC,Other TOC,Spending per capita,516,,
2011,West,Mountain,Utah,2817781.325,TOC,Other professional,Spending per capita,212,,
2011,West,Mountain,Utah,2817781.325,TOC,Pharmaceuticals,Spending per capita,834,,
2011,West,Mountain,Utah,2817781.325,TOC,Physician/clinical services,Spending per capita,1397,,
2011,West,Mountain,Utah,2817781.325,TOC,Skilled nursing,Spending per capita,255,,
2011,West,Mountain,Utah,2817781.325,Total,Total,Spending per capita,6166,,
2011,West,Mountain,Utah,2817781.325,Total,Total,Standardized spending per capita,9790,9906,9705
2011,West,Mountain,Wyoming,567523.8867,Payer,Medicaid,Spending per capita,1030,,
2011,West,Mountain,Wyoming,567523.8867,Payer,Medicaid,Standardized spending per capita,979,1054,902
2011,West,Mountain,Wyoming,567523.8867,Payer,Medicare,Spending per capita,1471,,
2011,West,Mountain,Wyoming,567523.8867,Payer,Medicare,Standardized spending per capita,1429,1507,1354
2011,West,Mountain,Wyoming,567523.8867,Payer,OOP and other payers,Spending per capita,3061,,
2011,West,Mountain,Wyoming,567523.8867,Payer,OOP and other payers,Standardized spending per capita,3006,3247,2773
2011,West,Mountain,Wyoming,567523.8867,Payer,Private,Spending per capita,3167,,
2011,West,Mountain,Wyoming,567523.8867,Payer,Private,Standardized spending per capita,3152,3331,2971
2011,West,Mountain,Wyoming,567523.8867,TOC,Dental,Spending per capita,436,,
2011,West,Mountain,Wyoming,567523.8867,TOC,Home health,Spending per capita,81,,
2011,West,Mountain,Wyoming,567523.8867,TOC,Hospital,Spending per capita,3976,,
2011,West,Mountain,Wyoming,567523.8867,TOC,Other TOC,Spending per capita,645,,
2011,West,Mountain,Wyoming,567523.8867,TOC,Other professional,Spending per capita,383,,
2011,West,Mountain,Wyoming,567523.8867,TOC,Pharmaceuticals,Spending per capita,834,,
2011,West,Mountain,Wyoming,567523.8867,TOC,Physician/clinical services,Spending per capita,1935,,
2011,West,Mountain,Wyoming,567523.8867,TOC,Skilled nursing,Spending per capita,436,,
2011,West,Mountain,Wyoming,567523.8867,Total,Total,Spending per capita,8729,,
2011,West,Mountain,Wyoming,567523.8867,Total,Total,Standardized spending per capita,8706,8821,8632
2011,Northeast,New England,Connecticut,3584327.307,Payer,Medicaid,Spending per capita,1813,,
2011,Northeast,New England,Connecticut,3584327.307,Payer,Medicaid,Standardized spending per capita,1387,1468,1306
2011,Northeast,New England,Connecticut,3584327.307,Payer,Medicare,Spending per capita,2132,,
2011,Northeast,New England,Connecticut,3584327.307,Payer,Medicare,Standardized spending per capita,1531,1594,1470
2011,Northeast,New England,Connecticut,3584327.307,Payer,OOP and other payers,Spending per capita,2628,,
2011,Northeast,New England,Connecticut,3584327.307,Payer,OOP and other payers,Standardized spending per capita,2135,2254,2011
2011,Northeast,New England,Connecticut,3584327.307,Payer,Private,Spending per capita,3767,,
2011,Northeast,New England,Connecticut,3584327.307,Payer,Private,Standardized spending per capita,2724,2835,2616
2011,Northeast,New England,Connecticut,3584327.307,TOC,Dental,Spending per capita,523,,
2011,Northeast,New England,Connecticut,3584327.307,TOC,Home health,Spending per capita,309,,
2011,Northeast,New England,Connecticut,3584327.307,TOC,Hospital,Spending per capita,3446,,
2011,Northeast,New England,Connecticut,3584327.307,TOC,Other TOC,Spending per capita,919,,
2011,Northeast,New England,Connecticut,3584327.307,TOC,Other professional,Spending per capita,335,,
2011,Northeast,New England,Connecticut,3584327.307,TOC,Pharmaceuticals,Spending per capita,1518,,
2011,Northeast,New England,Connecticut,3584327.307,TOC,Physician/clinical services,Spending per capita,2306,,
2011,Northeast,New England,Connecticut,3584327.307,TOC,Skilled nursing,Spending per capita,992,,
2011,Northeast,New England,Connecticut,3584327.307,Total,Total,Spending per capita,10353,,
2011,Northeast,New England,Connecticut,3584327.307,Total,Total,Standardized spending per capita,8226,8276,8162
2011,Northeast,New England,Maine,1333368.233,Payer,Medicaid,Spending per capita,1952,,
2011,Northeast,New England,Maine,1333368.233,Payer,Medicaid,Standardized spending per capita,1755,1947,1555
2011,Northeast,New England,Maine,1333368.233,Payer,Medicare,Spending per capita,2125,,
2011,Northeast,New England,Maine,1333368.233,Payer,Medicare,Standardized spending per capita,1428,1505,1354
2011,Northeast,New England,Maine,1333368.233,Payer,OOP and other payers,Spending per capita,2899,,
2011,Northeast,New England,Maine,1333368.233,Payer,OOP and other payers,Standardized spending per capita,2547,2867,2271
2011,Northeast,New England,Maine,1333368.233,Payer,Private,Spending per capita,3171,,
2011,Northeast,New England,Maine,1333368.233,Payer,Private,Standardized spending per capita,3515,3771,3268
2011,Northeast,New England,Maine,1333368.233,TOC,Dental,Spending per capita,470,,
2011,Northeast,New England,Maine,1333368.233,TOC,Home health,Spending per capita,208,,
2011,Northeast,New England,Maine,1333368.233,TOC,Hospital,Spending per capita,4234,,
2011,Northeast,New England,Maine,1333368.233,TOC,Other TOC,Spending per capita,1313,,
2011,Northeast,New England,Maine,1333368.233,TOC,Other professional,Spending per capita,337,,
2011,Northeast,New England,Maine,1333368.233,TOC,Pharmaceuticals,Spending per capita,1164,,
2011,Northeast,New England,Maine,1333368.233,TOC,Physician/clinical services,Spending per capita,1808,,
2011,Northeast,New England,Maine,1333368.233,TOC,Skilled nursing,Spending per capita,623,,
2011,Northeast,New England,Maine,1333368.233,Total,Total,Spending per capita,10152,,
2011,Northeast,New England,Maine,1333368.233,Total,Total,Standardized spending per capita,9525,9724,9387
2011,Northeast,New England,Massachusetts,6594797.928,Payer,Medicaid,Spending per capita,2007,,
2011,Northeast,New England,Massachusetts,6594797.928,Payer,Medicaid,Standardized spending per capita,1735,1841,1625
2011,Northeast,New England,Massachusetts,6594797.928,Payer,Medicare,Spending per capita,2226,,
2011,Northeast,New England,Massachusetts,6594797.928,Payer,Medicare,Standardized spending per capita,1717,1784,1655
2011,Northeast,New England,Massachusetts,6594797.928,Payer,OOP and other payers,Spending per capita,3231,,
2011,Northeast,New England,Massachusetts,6594797.928,Payer,OOP and other payers,Standardized spending per capita,2999,3170,2833
2011,Northeast,New England,Massachusetts,6594797.928,Payer,Private,Spending per capita,3904,,
2011,Northeast,New England,Massachusetts,6594797.928,Payer,Private,Standardized spending per capita,3357,3518,3211
2011,Northeast,New England,Massachusetts,6594797.928,TOC,Dental,Spending per capita,547,,
2011,Northeast,New England,Massachusetts,6594797.928,TOC,Home health,Spending per capita,582,,
2011,Northeast,New England,Massachusetts,6594797.928,TOC,Hospital,Spending per capita,4306,,
2011,Northeast,New England,Massachusetts,6594797.928,TOC,Other TOC,Spending per capita,1025,,
2011,Northeast,New England,Massachusetts,6594797.928,TOC,Other professional,Spending per capita,319,,
2011,Northeast,New England,Massachusetts,6594797.928,TOC,Pharmaceuticals,Spending per capita,1235,,
2011,Northeast,New England,Massachusetts,6594797.928,TOC,Physician/clinical services,Spending per capita,2487,,
2011,Northeast,New England,Massachusetts,6594797.928,TOC,Skilled nursing,Spending per capita,849,,
2011,Northeast,New England,Massachusetts,6594797.928,Total,Total,Spending per capita,11369,,
2011,Northeast,New England,Massachusetts,6594797.928,Total,Total,Standardized spending per capita,10266,10365,10190
2011,Northeast,New England,New Hampshire,1324406.181,Payer,Medicaid,Spending per capita,966,,
2011,Northeast,New England,New Hampshire,1324406.181,Payer,Medicaid,Standardized spending per capita,785,856,721
2011,Northeast,New England,New Hampshire,1324406.181,Payer,Medicare,Spending per capita,1841,,
2011,Northeast,New England,New Hampshire,1324406.181,Payer,Medicare,Standardized spending per capita,1393,1495,1304
2011,Northeast,New England,New Hampshire,1324406.181,Payer,OOP and other payers,Spending per capita,3144,,
2011,Northeast,New England,New Hampshire,1324406.181,Payer,OOP and other payers,Standardized spending per capita,2550,2793,2318
2011,Northeast,New England,New Hampshire,1324406.181,Payer,Private,Spending per capita,4111,,
2011,Northeast,New England,New Hampshire,1324406.181,Payer,Private,Standardized spending per capita,3667,3941,3424
2011,Northeast,New England,New Hampshire,1324406.181,TOC,Dental,Spending per capita,586,,
2011,Northeast,New England,New Hampshire,1324406.181,TOC,Home health,Spending per capita,234,,
2011,Northeast,New England,New Hampshire,1324406.181,TOC,Hospital,Spending per capita,3971,,
2011,Northeast,New England,New Hampshire,1324406.181,TOC,Other TOC,Spending per capita,749,,
2011,Northeast,New England,New Hampshire,1324406.181,TOC,Other professional,Spending per capita,298,,
2011,Northeast,New England,New Hampshire,1324406.181,TOC,Pharmaceuticals,Spending per capita,1219,,
2011,Northeast,New England,New Hampshire,1324406.181,TOC,Physician/clinical services,Spending per capita,2363,,
2011,Northeast,New England,New Hampshire,1324406.181,TOC,Skilled nursing,Spending per capita,650,,
2011,Northeast,New England,New Hampshire,1324406.181,Total,Total,Spending per capita,10080,,
2011,Northeast,New England,New Hampshire,1324406.181,Total,Total,Standardized spending per capita,8664,8759,8581
2011,Northeast,New England,Rhode Island,1056609.048,Payer,Medicaid,Spending per capita,2045,,
2011,Northeast,New England,Rhode Island,1056609.048,Payer,Medicaid,Standardized spending per capita,1994,2224,1780
2011,Northeast,New England,Rhode Island,1056609.048,Payer,Medicare,Spending per capita,2124,,
2011,Northeast,New England,Rhode Island,1056609.048,Payer,Medicare,Standardized spending per capita,1514,1619,1411
2011,Northeast,New England,Rhode Island,1056609.048,Payer,OOP and other payers,Spending per capita,2487,,
2011,Northeast,New England,Rhode Island,1056609.048,Payer,OOP and other payers,Standardized spending per capita,2703,2969,2449
2011,Northeast,New England,Rhode Island,1056609.048,Payer,Private,Spending per capita,3426,,
2011,Northeast,New England,Rhode Island,1056609.048,Payer,Private,Standardized spending per capita,3644,3922,3367
2011,Northeast,New England,Rhode Island,1056609.048,TOC,Dental,Spending per capita,384,,
2011,Northeast,New England,Rhode Island,1056609.048,TOC,Home health,Spending per capita,263,,
2011,Northeast,New England,Rhode Island,1056609.048,TOC,Hospital,Spending per capita,3818,,
2011,Northeast,New England,Rhode Island,1056609.048,TOC,Other TOC,Spending per capita,1168,,
2011,Northeast,New England,Rhode Island,1056609.048,TOC,Other professional,Spending per capita,328,,
2011,Northeast,New England,Rhode Island,1056609.048,TOC,Pharmaceuticals,Spending per capita,1396,,
2011,Northeast,New England,Rhode Island,1056609.048,TOC,Physician/clinical services,Spending per capita,1929,,
2011,Northeast,New England,Rhode Island,1056609.048,TOC,Skilled nursing,Spending per capita,811,,
2011,Northeast,New England,Rhode Island,1056609.048,Total,Total,Spending per capita,10104,,
2011,Northeast,New England,Rhode Island,1056609.048,Total,Total,Standardized spending per capita,10530,10743,10369
2011,Northeast,New England,Vermont,627345.3814,Payer,Medicaid,Spending per capita,2049,,
2011,Northeast,New England,Vermont,627345.3814,Payer,Medicaid,Standardized spending per capita,1779,2002,1564
2011,Northeast,New England,Vermont,627345.3814,Payer,Medicare,Spending per capita,1890,,
2011,Northeast,New England,Vermont,627345.3814,Payer,Medicare,Standardized spending per capita,1415,1563,1281
2011,Northeast,New England,Vermont,627345.3814,Payer,OOP and other payers,Spending per capita,2839,,
2011,Northeast,New England,Vermont,627345.3814,Payer,OOP and other payers,Standardized spending per capita,2432,2784,2117
2011,Northeast,New England,Vermont,627345.3814,Payer,Private,Spending per capita,3466,,
2011,Northeast,New England,Vermont,627345.3814,Payer,Private,Standardized spending per capita,3526,3900,3164
2011,Northeast,New England,Vermont,627345.3814,TOC,Dental,Spending per capita,492,,
2011,Northeast,New England,Vermont,627345.3814,TOC,Home health,Spending per capita,296,,
2011,Northeast,New England,Vermont,627345.3814,TOC,Hospital,Spending per capita,4628,,
2011,Northeast,New England,Vermont,627345.3814,TOC,Other TOC,Spending per capita,950,,
2011,Northeast,New England,Vermont,627345.3814,TOC,Other professional,Spending per capita,324,,
2011,Northeast,New England,Vermont,627345.3814,TOC,Pharmaceuticals,Spending per capita,1134,,
2011,Northeast,New England,Vermont,627345.3814,TOC,Physician/clinical services,Spending per capita,1821,,
2011,Northeast,New England,Vermont,627345.3814,TOC,Skilled nursing,Spending per capita,596,,
2011,Northeast,New England,Vermont,627345.3814,Total,Total,Spending per capita,10240,,
2011,Northeast,New England,Vermont,627345.3814,Total,Total,Standardized spending per capita,9590,9735,9485
2011,West,Pacific,Alaska,716454.1406,Payer,Medicaid,Spending per capita,2043,,
2011,West,Pacific,Alaska,716454.1406,Payer,Medicaid,Standardized spending per capita,1953,2246,1680
2011,West,Pacific,Alaska,716454.1406,Payer,Medicare,Spending per capita,996,,
2011,West,Pacific,Alaska,716454.1406,Payer,Medicare,Standardized spending per capita,1444,1641,1265
2011,West,Pacific,Alaska,716454.1406,Payer,OOP and other payers,Spending per capita,4401,,
2011,West,Pacific,Alaska,716454.1406,Payer,OOP and other payers,Standardized spending per capita,4507,5226,3876
2011,West,Pacific,Alaska,716454.1406,Payer,Private,Spending per capita,3774,,
2011,West,Pacific,Alaska,716454.1406,Payer,Private,Standardized spending per capita,3734,4292,3253
2011,West,Pacific,Alaska,716454.1406,TOC,Dental,Spending per capita,536,,
2011,West,Pacific,Alaska,716454.1406,TOC,Home health,Spending per capita,214,,
2011,West,Pacific,Alaska,716454.1406,TOC,Hospital,Spending per capita,4783,,
2011,West,Pacific,Alaska,716454.1406,TOC,Other TOC,Spending per capita,924,,
2011,West,Pacific,Alaska,716454.1406,TOC,Other professional,Spending per capita,439,,
2011,West,Pacific,Alaska,716454.1406,TOC,Pharmaceuticals,Spending per capita,773,,
2011,West,Pacific,Alaska,716454.1406,TOC,Physician/clinical services,Spending per capita,3282,,
2011,West,Pacific,Alaska,716454.1406,TOC,Skilled nursing,Spending per capita,201,,
2011,West,Pacific,Alaska,716454.1406,Total,Total,Spending per capita,11169,,
2011,West,Pacific,Alaska,716454.1406,Total,Total,Standardized spending per capita,11974,12226,11820
2011,West,Pacific,California,37547259.43,Payer,Medicaid,Spending per capita,1357,,
